step,loss,lr
350,0.04016060,0.0000998821
351,0.02977500,0.0000998814
352,0.20856495,0.0000998807
353,0.04855112,0.0000998801
354,0.04168622,0.0000998794
355,0.06149520,0.0000998787
356,0.04807736,0.0000998780
357,0.06096797,0.0000998773
358,0.07406169,0.0000998766
359,0.04776508,0.0000998760
360,0.09888564,0.0000998753
361,0.06139409,0.0000998746
362,0.08013324,0.0000998739
363,0.06204334,0.0000998732
364,0.06940629,0.0000998725
365,0.16926369,0.0000998718
366,0.07612045,0.0000998711
367,0.07862037,0.0000998704
368,0.03883492,0.0000998697
369,0.08764480,0.0000998690
370,0.16852795,0.0000998682
371,0.05094325,0.0000998675
372,0.09914891,0.0000998668
373,0.06443207,0.0000998661
374,0.05666492,0.0000998654
375,0.26525968,0.0000998647
376,0.04220770,0.0000998639
377,0.07246849,0.0000998632
378,0.07404907,0.0000998625
379,0.03265958,0.0000998618
380,0.07908871,0.0000998610
381,0.06806320,0.0000998603
382,0.09098081,0.0000998596
383,0.06211308,0.0000998588
384,0.03919600,0.0000998581
385,0.04876440,0.0000998573
386,0.07696807,0.0000998566
387,0.08127424,0.0000998559
388,0.04404886,0.0000998551
389,0.11482571,0.0000998544
390,0.04929116,0.0000998536
391,0.11461120,0.0000998529
392,0.04426008,0.0000998521
393,0.03088855,0.0000998514
394,0.09863446,0.0000998506
395,0.08620380,0.0000998498
396,0.04178765,0.0000998491
397,0.14680649,0.0000998483
398,0.07394578,0.0000998476
399,0.08197531,0.0000998468
400,0.08783488,0.0000998460
401,0.16716447,0.0000998453
402,0.05503586,0.0000998445
403,0.03993992,0.0000998437
404,0.06985304,0.0000998429
405,0.07286637,0.0000998421
406,0.35700062,0.0000998414
407,0.57222712,0.0000998406
408,0.11866552,0.0000998398
409,0.09838581,0.0000998390
410,0.06757626,0.0000998382
411,0.08169419,0.0000998374
412,0.07661861,0.0000998366
413,0.05176338,0.0000998359
414,0.10831392,0.0000998351
415,0.04622867,0.0000998343
416,0.05735550,0.0000998335
417,0.06236921,0.0000998327
418,0.12152480,0.0000998319
419,0.03307384,0.0000998311
420,0.04753657,0.0000998302
421,0.13254924,0.0000998294
422,0.04027618,0.0000998286
423,0.04255698,0.0000998278
424,0.13471144,0.0000998270
425,0.05360826,0.0000998262
426,0.04126684,0.0000998254
427,0.07116783,0.0000998245
428,0.07099286,0.0000998237
429,0.07810160,0.0000998229
430,0.30238700,0.0000998221
431,0.06651644,0.0000998212
432,0.06813091,0.0000998204
433,0.07683330,0.0000998196
434,0.12454976,0.0000998187
435,0.06624945,0.0000998179
436,0.26244292,0.0000998171
437,0.10374343,0.0000998162
438,0.05104246,0.0000998154
439,0.03422990,0.0000998146
440,0.08228992,0.0000998137
441,0.05428147,0.0000998129
442,0.10625871,0.0000998120
443,0.06533130,0.0000998112
444,0.10760945,0.0000998103
445,0.04653884,0.0000998094
446,0.05600420,0.0000998086
447,0.06562507,0.0000998077
448,0.04657828,0.0000998069
449,0.17665744,0.0000998060
450,0.25715992,0.0000998051
451,0.24120457,0.0000998043
452,0.07899560,0.0000998034
453,0.05733000,0.0000998025
454,0.04651888,0.0000998017
455,0.12265299,0.0000998008
456,0.09613606,0.0000997999
457,0.07210961,0.0000997990
458,0.06128327,0.0000997982
459,0.05666123,0.0000997973
460,0.04712241,0.0000997964
461,0.07674748,0.0000997955
462,0.06693844,0.0000997946
463,0.05486754,0.0000997937
464,0.09247485,0.0000997928
465,0.06047868,0.0000997919
466,0.04105008,0.0000997911
467,0.08497715,0.0000997902
468,0.06701052,0.0000997893
469,0.04918589,0.0000997884
470,0.08953362,0.0000997875
471,0.13259850,0.0000997865
472,0.02934555,0.0000997856
473,0.11103869,0.0000997847
474,0.04352200,0.0000997838
475,0.09259869,0.0000997829
476,0.04702460,0.0000997820
477,0.08892699,0.0000997811
478,0.06373551,0.0000997802
479,0.05400836,0.0000997792
480,0.04679000,0.0000997783
481,0.05486738,0.0000997774
482,0.06188055,0.0000997765
483,0.12227035,0.0000997755
484,0.04183405,0.0000997746
485,0.11902544,0.0000997737
486,0.07570869,0.0000997727
487,0.07896616,0.0000997718
488,0.07571214,0.0000997709
489,0.06018233,0.0000997699
490,0.06282418,0.0000997690
491,0.05676062,0.0000997681
492,0.10137022,0.0000997671
493,0.04010717,0.0000997662
494,0.03459519,0.0000997652
495,0.04425278,0.0000997643
496,0.06443131,0.0000997633
497,0.13354988,0.0000997624
498,0.08210418,0.0000997614
499,0.14908884,0.0000997604
500,0.05344182,0.0000997595
501,0.10193732,0.0000997585
502,0.04147254,0.0000997576
503,0.05054289,0.0000997566
504,0.12260539,0.0000997556
505,0.02602506,0.0000997546
506,0.05910503,0.0000997537
507,0.07879250,0.0000997527
508,0.03974701,0.0000997517
509,0.07837158,0.0000997507
510,0.03792630,0.0000997498
511,0.07130192,0.0000997488
512,0.05092721,0.0000997478
513,0.10065198,0.0000997468
514,0.19703129,0.0000997458
515,0.13531323,0.0000997448
516,0.07436012,0.0000997439
517,0.03437985,0.0000997429
518,0.06096241,0.0000997419
519,0.34277183,0.0000997409
520,0.28041446,0.0000997399
521,0.09928337,0.0000997389
522,0.07736483,0.0000997379
523,0.08179311,0.0000997369
524,0.08319595,0.0000997359
525,0.08542769,0.0000997348
526,0.05656646,0.0000997338
527,0.06532112,0.0000997328
528,0.20212249,0.0000997318
529,0.06501669,0.0000997308
530,0.04025897,0.0000997298
531,0.07621510,0.0000997288
532,0.07517735,0.0000997277
533,0.07194556,0.0000997267
534,0.08959234,0.0000997257
535,0.06952116,0.0000997247
536,0.01869301,0.0000997236
537,0.21752825,0.0000997226
538,0.03328524,0.0000997216
539,0.07026610,0.0000997205
540,0.60547400,0.0000997195
541,0.05373276,0.0000997185
542,0.08732818,0.0000997174
543,0.05174213,0.0000997164
544,0.10621249,0.0000997153
545,0.06687666,0.0000997143
546,0.07235306,0.0000997132
547,0.09632010,0.0000997122
548,0.12029787,0.0000997111
549,0.07881606,0.0000997101
550,0.09046371,0.0000997090
551,0.04487737,0.0000997080
552,0.07409260,0.0000997069
553,0.04149503,0.0000997058
554,0.03928519,0.0000997048
555,0.09057663,0.0000997037
556,0.12212613,0.0000997026
557,0.08707370,0.0000997016
558,0.06877686,0.0000997005
559,0.04630544,0.0000996994
560,0.03759702,0.0000996983
561,0.16037448,0.0000996973
562,0.12052068,0.0000996962
563,0.02824954,0.0000996951
564,0.03826486,0.0000996940
565,0.14446910,0.0000996929
566,0.24868098,0.0000996919
567,0.09647875,0.0000996908
568,0.02320750,0.0000996897
569,0.03896448,0.0000996886
570,0.02845473,0.0000996875
571,0.04000103,0.0000996864
572,0.06214993,0.0000996853
573,0.07070182,0.0000996842
574,0.04624030,0.0000996831
575,0.05570088,0.0000996820
576,0.11768758,0.0000996809
577,0.05659432,0.0000996798
578,0.07602899,0.0000996787
579,0.11522096,0.0000996776
580,0.05163065,0.0000996764
581,0.18014647,0.0000996753
582,0.04275022,0.0000996742
583,0.07594728,0.0000996731
584,0.05190699,0.0000996720
585,0.05593960,0.0000996708
586,0.02850191,0.0000996697
587,0.06440722,0.0000996686
588,0.05867829,0.0000996675
589,0.05544830,0.0000996663
590,0.08635628,0.0000996652
591,0.08998458,0.0000996641
592,0.07193054,0.0000996629
593,0.05727941,0.0000996618
594,0.10640834,0.0000996607
595,0.05096985,0.0000996595
596,0.08601911,0.0000996584
597,0.25170740,0.0000996572
598,0.06479326,0.0000996561
599,0.06874508,0.0000996549
600,0.07057131,0.0000996538
601,0.52798086,0.0000996526
602,0.09259822,0.0000996515
603,0.11067660,0.0000996503
604,0.05842896,0.0000996491
605,0.06605499,0.0000996480
606,0.06974985,0.0000996468
607,0.06957185,0.0000996457
608,0.05717573,0.0000996445
609,0.05232438,0.0000996433
610,0.07871646,0.0000996421
611,0.04192690,0.0000996410
612,0.05992350,0.0000996398
613,0.03813598,0.0000996386
614,0.03096702,0.0000996374
615,0.20090175,0.0000996363
616,0.09382431,0.0000996351
617,0.06441869,0.0000996339
618,0.04401095,0.0000996327
619,0.11992455,0.0000996315
620,0.04989951,0.0000996303
621,0.05818637,0.0000996291
622,0.05234255,0.0000996279
623,0.12149373,0.0000996268
624,0.20650283,0.0000996256
625,0.05173679,0.0000996244
626,0.07765575,0.0000996232
627,0.04765894,0.0000996219
628,0.12173471,0.0000996207
629,0.06073117,0.0000996195
630,0.04359337,0.0000996183
631,0.04054924,0.0000996171
632,0.05418382,0.0000996159
633,0.04749335,0.0000996147
634,0.04046329,0.0000996135
635,0.04985005,0.0000996123
636,0.14949924,0.0000996110
637,0.08459389,0.0000996098
638,0.05477895,0.0000996086
639,0.05056423,0.0000996074
640,0.32923961,0.0000996061
641,0.06269844,0.0000996049
642,0.05770645,0.0000996037
643,0.13124685,0.0000996024
644,0.06452337,0.0000996012
645,0.12965097,0.0000996000
646,0.19903319,0.0000995987
647,0.07743690,0.0000995975
648,0.14787012,0.0000995962
649,0.09256877,0.0000995950
650,0.06906903,0.0000995937
651,0.08290006,0.0000995925
652,0.04630272,0.0000995912
653,0.07624229,0.0000995900
654,0.05846237,0.0000995887
655,0.02669461,0.0000995875
656,0.09581196,0.0000995862
657,0.04363283,0.0000995850
658,0.06477400,0.0000995837
659,0.03040148,0.0000995824
660,0.04946464,0.0000995812
661,0.04206561,0.0000995799
662,0.05048215,0.0000995786
663,0.06904700,0.0000995774
664,0.12387215,0.0000995761
665,0.03583783,0.0000995748
666,0.03085072,0.0000995735
667,0.02701019,0.0000995722
668,0.08747689,0.0000995710
669,0.07917010,0.0000995697
670,0.19257680,0.0000995684
671,0.06229869,0.0000995671
672,0.06271143,0.0000995658
673,0.05937608,0.0000995645
674,0.05780004,0.0000995632
675,0.06794327,0.0000995619
676,0.04893957,0.0000995606
677,0.07499218,0.0000995593
678,0.20060351,0.0000995580
